ISIN;VALID_DATE;TYPE;DATETIME;CASHFLOW;VALUE
RU000A0JNYN1;27.05.2018;BOND;11.06.2022;COUPON;6
RU000A0JNYN1;27.05.2018;BOND;11.06.2022;REDEMPTION;1000
RU000A0JP2S9;27.05.2018;BOND;22.08.2007;COUPON;8
RU000A0JP2S9;27.05.2018;BOND;20.02.2008;COUPON;7,5
RU000A0JP2S9;27.05.2018;BOND;20.08.2008;COUPON;7,5
RU000A0JP2S9;27.05.2018;BOND;18.02.2009;COUPON;7,5
RU000A0JP2S9;27.05.2018;BOND;19.08.2009;COUPON;7,5
RU000A0JP2S9;27.05.2018;BOND;17.02.2010;COUPON;7
RU000A0JP2S9;27.05.2018;BOND;18.08.2010;COUPON;7
RU000A0JP2S9;27.05.2018;BOND;16.02.2011;COUPON;7
RU000A0JP2S9;27.05.2018;BOND;17.08.2011;COUPON;7
RU000A0JP2S9;27.05.2018;BOND;15.02.2012;COUPON;6
RU000A0JP2S9;27.05.2018;BOND;15.08.2012;COUPON;6
RU000A0JP2S9;27.05.2018;BOND;13.02.2013;COUPON;6
RU000A0JP2S9;27.05.2018;BOND;14.08.2013;COUPON;6
RU000A0JP2S9;27.05.2018;BOND;12.02.2014;COUPON;5,5
RU000A0JP2S9;27.05.2018;BOND;13.08.2014;COUPON;5,5
RU000A0JP2S9;27.05.2018;BOND;11.02.2015;COUPON;5,5
RU000A0JP2S9;27.05.2018;BOND;12.08.2015;COUPON;5,5
RU000A0JP2S9;27.05.2018;BOND;10.02.2016;COUPON;5
RU000A0JP2S9;27.05.2018;BOND;10.08.2016;COUPON;5
RU000A0JP2S9;27.05.2018;BOND;08.02.2017;COUPON;5
RU000A0JP2S9;27.05.2018;BOND;09.08.2017;COUPON;5
RU000A0JP2S9;27.05.2018;BOND;07.02.2018;COUPON;5
RU000A0JP2S9;27.05.2018;BOND;08.08.2018;COUPON;5
RU000A0JP2S9;27.05.2018;BOND;09.08.2017;REDEMPTION;500
RU000A0JP2S9;27.05.2018;BOND;08.08.2018;REDEMPTION;500
RU000A0JPJE6;27.05.2018;BOND;15.05.2008;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.08.2008;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.11.2008;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.02.2009;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.05.2009;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.08.2009;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.11.2009;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.02.2010;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.05.2010;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.08.2010;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.11.2010;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.02.2011;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.05.2011;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.08.2011;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.11.2011;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.02.2012;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.05.2012;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.08.2012;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.11.2012;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.02.2013;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.05.2013;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.08.2013;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.11.2013;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.02.2014;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.05.2014;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.08.2014;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.11.2014;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.02.2015;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.05.2015;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.08.2015;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.11.2015;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.02.2016;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.05.2016;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.08.2016;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.11.2016;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.02.2017;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.05.2017;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.08.2017;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.11.2017;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.02.2018;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.05.2018;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.08.2018;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.11.2018;COUPON;8,05
RU000A0JPJE6;27.05.2018;BOND;15.11.2014;REDEMPTION;500
RU000A0JPJE6;27.05.2018;BOND;15.11.2016;REDEMPTION;250
RU000A0JPJE6;27.05.2018;BOND;15.11.2018;REDEMPTION;250
RU000A0JPLH5;27.05.2018;BOND;23.07.2008;COUPON;8
RU000A0JPLH5;27.05.2018;BOND;21.01.2009;COUPON;7,5
RU000A0JPLH5;27.05.2018;BOND;22.07.2009;COUPON;7,5
RU000A0JPLH5;27.05.2018;BOND;20.01.2010;COUPON;7,5
RU000A0JPLH5;27.05.2018;BOND;21.07.2010;COUPON;7,5
RU000A0JPLH5;27.05.2018;BOND;19.01.2011;COUPON;7
RU000A0JPLH5;27.05.2018;BOND;20.07.2011;COUPON;7
RU000A0JPLH5;27.05.2018;BOND;18.01.2012;COUPON;6,5
RU000A0JPLH5;27.05.2018;BOND;18.07.2012;COUPON;6,5
RU000A0JPLH5;27.05.2018;BOND;23.01.2013;COUPON;6,5
RU000A0JPLH5;27.05.2018;BOND;24.07.2013;COUPON;6,5
RU000A0JPLH5;27.05.2018;BOND;22.01.2014;COUPON;6
RU000A0JPLH5;27.05.2018;BOND;23.07.2014;COUPON;6
RU000A0JPLH5;27.05.2018;BOND;21.01.2015;COUPON;6
RU000A0JPLH5;27.05.2018;BOND;22.07.2015;COUPON;6
RU000A0JPLH5;27.05.2018;BOND;20.01.2016;COUPON;6
RU000A0JPLH5;27.05.2018;BOND;20.07.2016;COUPON;6
RU000A0JPLH5;27.05.2018;BOND;18.01.2017;COUPON;6
RU000A0JPLH5;27.05.2018;BOND;19.07.2017;COUPON;6
RU000A0JPLH5;27.05.2018;BOND;24.01.2018;COUPON;6
RU000A0JPLH5;27.05.2018;BOND;25.07.2018;COUPON;6
RU000A0JPLH5;27.05.2018;BOND;23.01.2019;COUPON;5,5
RU000A0JPLH5;27.05.2018;BOND;24.07.2019;COUPON;5,5
RU000A0JPLH5;27.05.2018;BOND;22.01.2020;COUPON;5,5
RU000A0JPLH5;27.05.2018;BOND;22.07.2020;COUPON;5,5
RU000A0JPLH5;27.05.2018;BOND;20.01.2021;COUPON;5,5
RU000A0JPLH5;27.05.2018;BOND;21.07.2021;COUPON;5,5
RU000A0JPLH5;27.05.2018;BOND;19.01.2022;COUPON;5,5
RU000A0JPLH5;27.05.2018;BOND;20.07.2022;COUPON;5,5
RU000A0JPLH5;27.05.2018;BOND;18.01.2023;COUPON;5,5
RU000A0JPLH5;27.05.2018;BOND;19.07.2023;COUPON;5,5
RU000A0JPLH5;27.05.2018;BOND;20.07.2022;REDEMPTION;500
RU000A0JPLH5;27.05.2018;BOND;19.07.2023;REDEMPTION;500
RU000A0JPLU8;27.05.2018;BOND;15.06.2008;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.09.2008;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.12.2008;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.03.2009;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.06.2009;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.09.2009;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.12.2009;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.03.2010;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.06.2010;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.09.2010;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.12.2010;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.03.2011;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.06.2011;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.09.2011;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.12.2011;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.03.2012;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.06.2012;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.09.2012;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.12.2012;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.03.2013;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.06.2013;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.09.2013;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.12.2013;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.03.2014;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.06.2014;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.09.2014;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.12.2014;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.03.2015;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.06.2015;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.09.2015;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.12.2015;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.03.2016;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.06.2016;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.09.2016;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.12.2016;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.03.2017;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.06.2017;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.09.2017;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.12.2017;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.03.2018;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.06.2018;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.09.2018;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.12.2018;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.03.2019;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.06.2019;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.09.2019;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.12.2019;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.03.2020;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.06.2020;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.09.2020;COUPON;8,2
RU000A0JPLU8;27.05.2018;BOND;15.09.2015;REDEMPTION;300
RU000A0JPLU8;27.05.2018;BOND;15.09.2016;REDEMPTION;200
RU000A0JPLU8;27.05.2018;BOND;15.09.2017;REDEMPTION;200
RU000A0JPLU8;27.05.2018;BOND;15.09.2018;REDEMPTION;100
RU000A0JPLU8;27.05.2018;BOND;15.09.2019;REDEMPTION;100
RU000A0JPLU8;27.05.2018;BOND;15.09.2020;REDEMPTION;100
RU000A0JPMT8;27.05.2018;BOND;22.08.2008;COUPON;8,75
RU000A0JPMT8;27.05.2018;BOND;20.02.2009;COUPON;8,75
RU000A0JPMT8;27.05.2018;BOND;21.08.2009;COUPON;13,35
RU000A0JPMT8;27.05.2018;BOND;19.02.2010;COUPON;13,35
RU000A0JPMT8;27.05.2018;BOND;20.08.2010;COUPON;13,35
RU000A0JPMT8;27.05.2018;BOND;18.02.2011;COUPON;7,8
RU000A0JPMT8;27.05.2018;BOND;19.08.2011;COUPON;7,8
RU000A0JPMT8;27.05.2018;BOND;17.02.2012;COUPON;7,8
RU000A0JPMT8;27.05.2018;BOND;17.08.2012;COUPON;7,8
RU000A0JPMT8;27.05.2018;BOND;15.02.2013;COUPON;7,8
RU000A0JPMT8;27.05.2018;BOND;16.08.2013;COUPON;7,8
RU000A0JPMT8;27.05.2018;BOND;14.02.2014;COUPON;7,8
RU000A0JPMT8;27.05.2018;BOND;15.08.2014;COUPON;7,8
RU000A0JPMT8;27.05.2018;BOND;13.02.2015;COUPON;9,95
RU000A0JPMT8;27.05.2018;BOND;14.08.2015;COUPON;9,95
RU000A0JPMT8;27.05.2018;BOND;12.02.2016;COUPON;11,9
RU000A0JPMT8;27.05.2018;BOND;12.08.2016;COUPON;11,9
RU000A0JPMT8;27.05.2018;BOND;10.02.2017;COUPON;9,9
RU000A0JPMT8;27.05.2018;BOND;11.08.2017;COUPON;9,9
RU000A0JPMT8;27.05.2018;BOND;09.02.2018;COUPON;9,9
RU000A0JPMT8;27.05.2018;BOND;09.02.2018;REDEMPTION;1000
RU000A0JPTE5;27.05.2018;BOND;16.12.2008;COUPON;8,3
RU000A0JPTE5;27.05.2018;BOND;16.06.2009;COUPON;8,3
RU000A0JPTE5;27.05.2018;BOND;15.12.2009;COUPON;13,95
RU000A0JPTE5;27.05.2018;BOND;15.06.2010;COUPON;13,95
RU000A0JPTE5;27.05.2018;BOND;14.12.2010;COUPON;6,9
RU000A0JPTE5;27.05.2018;BOND;14.06.2011;COUPON;6,9
RU000A0JPTE5;27.05.2018;BOND;13.12.2011;COUPON;6,85
RU000A0JPTE5;27.05.2018;BOND;12.06.2012;COUPON;6,85
RU000A0JPTE5;27.05.2018;BOND;11.12.2012;COUPON;6,85
RU000A0JPTE5;27.05.2018;BOND;11.06.2013;COUPON;6,85
RU000A0JPTE5;27.05.2018;BOND;10.12.2013;COUPON;7,85
RU000A0JPTE5;27.05.2018;BOND;10.06.2014;COUPON;7,85
RU000A0JPTE5;27.05.2018;BOND;09.12.2014;COUPON;7,85
RU000A0JPTE5;27.05.2018;BOND;09.06.2015;COUPON;7,85
RU000A0JPTE5;27.05.2018;BOND;08.12.2015;COUPON;7,85
RU000A0JPTE5;27.05.2018;BOND;07.06.2016;COUPON;11,55
RU000A0JPTE5;27.05.2018;BOND;06.12.2016;COUPON;11,55
RU000A0JPTE5;27.05.2018;BOND;06.06.2017;COUPON;11,55
RU000A0JPTE5;27.05.2018;BOND;05.12.2017;COUPON;8,7
RU000A0JPTE5;27.05.2018;BOND;05.06.2018;COUPON;8,7
RU000A0JPTE5;27.05.2018;BOND;05.06.2018;REDEMPTION;1000
RU000A0JPTJ4;27.05.2018;BOND;23.12.2008;COUPON;8,7
RU000A0JPTJ4;27.05.2018;BOND;23.06.2009;COUPON;8,7
RU000A0JPTJ4;27.05.2018;BOND;22.12.2009;COUPON;8,7
RU000A0JPTJ4;27.05.2018;BOND;22.06.2010;COUPON;8,7
RU000A0JPTJ4;27.05.2018;BOND;21.12.2010;COUPON;8
RU000A0JPTJ4;27.05.2018;BOND;21.06.2011;COUPON;8
RU000A0JPTJ4;27.05.2018;BOND;20.12.2011;COUPON;8
RU000A0JPTJ4;27.05.2018;BOND;19.06.2012;COUPON;8
RU000A0JPTJ4;27.05.2018;BOND;18.12.2012;COUPON;8
RU000A0JPTJ4;27.05.2018;BOND;18.06.2013;COUPON;8
RU000A0JPTJ4;27.05.2018;BOND;17.12.2013;COUPON;7
RU000A0JPTJ4;27.05.2018;BOND;17.06.2014;COUPON;7,5
RU000A0JPTJ4;27.05.2018;BOND;16.12.2014;COUPON;7,5
RU000A0JPTJ4;27.05.2018;BOND;16.06.2015;COUPON;12
RU000A0JPTJ4;27.05.2018;BOND;15.12.2015;COUPON;12
RU000A0JPTJ4;27.05.2018;BOND;14.06.2016;COUPON;10
RU000A0JPTJ4;27.05.2018;BOND;13.12.2016;COUPON;10
RU000A0JPTJ4;27.05.2018;BOND;13.06.2017;COUPON;10
RU000A0JPTJ4;27.05.2018;BOND;12.12.2017;COUPON;10
RU000A0JPTJ4;27.05.2018;BOND;12.06.2018;COUPON;10
RU000A0JPTJ4;27.05.2018;BOND;12.06.2018;REDEMPTION;1000
RU000A0JQ1H3;27.05.2018;BOND;09.06.2009;COUPON;13,5
RU000A0JQ1H3;27.05.2018;BOND;08.12.2009;COUPON;13,5
RU000A0JQ1H3;27.05.2018;BOND;08.06.2010;COUPON;13,5
RU000A0JQ1H3;27.05.2018;BOND;07.12.2010;COUPON;13,5
RU000A0JQ1H3;27.05.2018;BOND;07.06.2011;COUPON;13,5
RU000A0JQ1H3;27.05.2018;BOND;06.12.2011;COUPON;13,5
RU000A0JQ1H3;27.05.2018;BOND;05.06.2012;COUPON;8,75
RU000A0JQ1H3;27.05.2018;BOND;04.12.2012;COUPON;8,75
RU000A0JQ1H3;27.05.2018;BOND;04.06.2013;COUPON;8,75
RU000A0JQ1H3;27.05.2018;BOND;03.12.2013;COUPON;8,75
RU000A0JQ1H3;27.05.2018;BOND;03.06.2014;COUPON;7,75
RU000A0JQ1H3;27.05.2018;BOND;02.12.2014;COUPON;7,75
RU000A0JQ1H3;27.05.2018;BOND;02.06.2015;COUPON;7,75
RU000A0JQ1H3;27.05.2018;BOND;01.12.2015;COUPON;12,5
RU000A0JQ1H3;27.05.2018;BOND;31.05.2016;COUPON;12,5
RU000A0JQ1H3;27.05.2018;BOND;29.11.2016;COUPON;10,75
RU000A0JQ1H3;27.05.2018;BOND;30.05.2017;COUPON;10,75
RU000A0JQ1H3;27.05.2018;BOND;28.11.2017;COUPON;10,75
RU000A0JQ1H3;27.05.2018;BOND;29.05.2018;COUPON;7,6
RU000A0JQ1H3;27.05.2018;BOND;27.11.2018;COUPON;7,6
RU000A0JQ1H3;27.05.2018;BOND;27.11.2018;REDEMPTION;1000
RU000A0JQ557;27.05.2018;BOND;20.10.2009;COUPON;16,7
RU000A0JQ557;27.05.2018;BOND;20.04.2010;COUPON;16,7
RU000A0JQ557;27.05.2018;BOND;19.10.2010;COUPON;16,7
RU000A0JQ557;27.05.2018;BOND;19.04.2011;COUPON;16,7
RU000A0JQ557;27.05.2018;BOND;18.10.2011;COUPON;8,2
RU000A0JQ557;27.05.2018;BOND;17.04.2012;COUPON;8,2
RU000A0JQ557;27.05.2018;BOND;16.10.2012;COUPON;8,2
RU000A0JQ557;27.05.2018;BOND;16.04.2013;COUPON;8,2
RU000A0JQ557;27.05.2018;BOND;15.10.2013;COUPON;8,2
RU000A0JQ557;27.05.2018;BOND;15.04.2014;COUPON;8,2
RU000A0JQ557;27.05.2018;BOND;14.10.2014;COUPON;8,2
RU000A0JQ557;27.05.2018;BOND;14.04.2015;COUPON;8,2
RU000A0JQ557;27.05.2018;BOND;13.10.2015;COUPON;8,2
RU000A0JQ557;27.05.2018;BOND;12.04.2016;COUPON;8,2
RU000A0JQ557;27.05.2018;BOND;11.10.2016;COUPON;8,2
RU000A0JQ557;27.05.2018;BOND;11.04.2017;COUPON;8,2
RU000A0JQ557;27.05.2018;BOND;10.10.2017;COUPON;8,2
RU000A0JQ557;27.05.2018;BOND;10.04.2018;COUPON;8,2
RU000A0JQ557;27.05.2018;BOND;09.10.2018;COUPON;0,1
RU000A0JQ557;27.05.2018;BOND;09.04.2019;COUPON;0,1
RU000A0JQ557;27.05.2018;BOND;09.04.2019;REDEMPTION;1000
RU000A0JQ5C5;27.05.2018;BOND;06.05.2029;COUPON;5
RU000A0JQ5C5;27.05.2018;BOND;06.05.2029;REDEMPTION;1000
RU000A0JQ5G6;27.05.2018;BOND;24.05.2010;COUPON;13,75
RU000A0JQ5G6;27.05.2018;BOND;23.05.2011;COUPON;9,75
RU000A0JQ5G6;27.05.2018;BOND;21.05.2012;COUPON;10
RU000A0JQ5G6;27.05.2018;BOND;20.05.2013;COUPON;9,75
RU000A0JQ5G6;27.05.2018;BOND;19.05.2014;COUPON;9,5
RU000A0JQ5G6;27.05.2018;BOND;18.05.2015;COUPON;11,25
RU000A0JQ5G6;27.05.2018;BOND;16.05.2016;COUPON;11,5
RU000A0JQ5G6;27.05.2018;BOND;15.05.2017;COUPON;8,5
RU000A0JQ5G6;27.05.2018;BOND;14.05.2018;COUPON;0,01
RU000A0JQ5G6;27.05.2018;BOND;13.05.2019;COUPON;
RU000A0JQ5G6;27.05.2018;BOND;13.05.2019;REDEMPTION;1000
RU000A0JQ5Q5;27.05.2018;BOND;26.11.2009;COUPON;14,9
RU000A0JQ5Q5;27.05.2018;BOND;27.05.2010;COUPON;14,9
RU000A0JQ5Q5;27.05.2018;BOND;25.11.2010;COUPON;14,9
RU000A0JQ5Q5;27.05.2018;BOND;26.05.2011;COUPON;14,9
RU000A0JQ5Q5;27.05.2018;BOND;24.11.2011;COUPON;14,9
RU000A0JQ5Q5;27.05.2018;BOND;24.05.2012;COUPON;0,1
RU000A0JQ5Q5;27.05.2018;BOND;22.11.2012;COUPON;0,1
RU000A0JQ5Q5;27.05.2018;BOND;23.05.2013;COUPON;8,45
RU000A0JQ5Q5;27.05.2018;BOND;21.11.2013;COUPON;8,45
RU000A0JQ5Q5;27.05.2018;BOND;22.05.2014;COUPON;8,45
RU000A0JQ5Q5;27.05.2018;BOND;20.11.2014;COUPON;8,45
RU000A0JQ5Q5;27.05.2018;BOND;21.05.2015;COUPON;8,45
RU000A0JQ5Q5;27.05.2018;BOND;19.11.2015;COUPON;8,45
RU000A0JQ5Q5;27.05.2018;BOND;19.05.2016;COUPON;8,45
RU000A0JQ5Q5;27.05.2018;BOND;17.11.2016;COUPON;8,45
RU000A0JQ5Q5;27.05.2018;BOND;18.05.2017;COUPON;0,1
RU000A0JQ5Q5;27.05.2018;BOND;16.11.2017;COUPON;0,1
RU000A0JQ5Q5;27.05.2018;BOND;17.05.2018;COUPON;0,1
RU000A0JQ5Q5;27.05.2018;BOND;15.11.2018;COUPON;0,1
RU000A0JQ5Q5;27.05.2018;BOND;16.05.2019;COUPON;0,1
RU000A0JQ5Q5;27.05.2018;BOND;16.05.2019;REDEMPTION;1000
RU000A0JQ7W9;27.05.2018;BOND;25.01.2010;COUPON;14,05
RU000A0JQ7W9;27.05.2018;BOND;26.07.2010;COUPON;13,02
RU000A0JQ7W9;27.05.2018;BOND;24.01.2011;COUPON;11,3
RU000A0JQ7W9;27.05.2018;BOND;25.07.2011;COUPON;10,8
RU000A0JQ7W9;27.05.2018;BOND;23.01.2012;COUPON;10,8
RU000A0JQ7W9;27.05.2018;BOND;23.07.2012;COUPON;10,62
RU000A0JQ7W9;27.05.2018;BOND;21.01.2013;COUPON;10,3
RU000A0JQ7W9;27.05.2018;BOND;22.07.2013;COUPON;10,45
RU000A0JQ7W9;27.05.2018;BOND;20.01.2014;COUPON;7,7
RU000A0JQ7W9;27.05.2018;BOND;21.07.2014;COUPON;7,7
RU000A0JQ7W9;27.05.2018;BOND;19.01.2015;COUPON;7,7
RU000A0JQ7W9;27.05.2018;BOND;20.07.2015;COUPON;7,7
RU000A0JQ7W9;27.05.2018;BOND;18.01.2016;COUPON;11,6
RU000A0JQ7W9;27.05.2018;BOND;18.07.2016;COUPON;11,6
RU000A0JQ7W9;27.05.2018;BOND;16.01.2017;COUPON;11,6
RU000A0JQ7W9;27.05.2018;BOND;17.07.2017;COUPON;11,6
RU000A0JQ7W9;27.05.2018;BOND;15.01.2018;COUPON;11,6
RU000A0JQ7W9;27.05.2018;BOND;16.07.2018;COUPON;7,5
RU000A0JQ7W9;27.05.2018;BOND;16.07.2018;REDEMPTION;1000
RU000A0JQ7X7;27.05.2018;BOND;25.01.2010;COUPON;14,25
RU000A0JQ7X7;27.05.2018;BOND;26.07.2010;COUPON;13,22
RU000A0JQ7X7;27.05.2018;BOND;24.01.2011;COUPON;11,5
RU000A0JQ7X7;27.05.2018;BOND;25.07.2011;COUPON;11
RU000A0JQ7X7;27.05.2018;BOND;23.01.2012;COUPON;11
RU000A0JQ7X7;27.05.2018;BOND;23.07.2012;COUPON;10,82
RU000A0JQ7X7;27.05.2018;BOND;21.01.2013;COUPON;10,5
RU000A0JQ7X7;27.05.2018;BOND;22.07.2013;COUPON;10,65
RU000A0JQ7X7;27.05.2018;BOND;20.01.2014;COUPON;10,75
RU000A0JQ7X7;27.05.2018;BOND;21.07.2014;COUPON;10,75
RU000A0JQ7X7;27.05.2018;BOND;19.01.2015;COUPON;9,25
RU000A0JQ7X7;27.05.2018;BOND;20.07.2015;COUPON;9,25
RU000A0JQ7X7;27.05.2018;BOND;18.01.2016;COUPON;9,25
RU000A0JQ7X7;27.05.2018;BOND;18.07.2016;COUPON;9,25
RU000A0JQ7X7;27.05.2018;BOND;16.01.2017;COUPON;8,45
RU000A0JQ7X7;27.05.2018;BOND;17.07.2017;COUPON;8,45
RU000A0JQ7X7;27.05.2018;BOND;15.01.2018;COUPON;8,45
RU000A0JQ7X7;27.05.2018;BOND;16.07.2018;COUPON;8,45
RU000A0JQ7X7;27.05.2018;BOND;14.01.2019;COUPON;8,45
RU000A0JQ7X7;27.05.2018;BOND;15.07.2019;COUPON;8,45
RU000A0JQ7X7;27.05.2018;BOND;15.07.2019;REDEMPTION;1000
RU000A0JQ7Z2;27.05.2018;BOND;25.01.2010;COUPON;13,5
RU000A0JQ7Z2;27.05.2018;BOND;26.07.2010;COUPON;13,5
RU000A0JQ7Z2;27.05.2018;BOND;24.01.2011;COUPON;13,5
RU000A0JQ7Z2;27.05.2018;BOND;25.07.2011;COUPON;13,5
RU000A0JQ7Z2;27.05.2018;BOND;23.01.2012;COUPON;8,15
RU000A0JQ7Z2;27.05.2018;BOND;23.07.2012;COUPON;8,15
RU000A0JQ7Z2;27.05.2018;BOND;21.01.2013;COUPON;8,15
RU000A0JQ7Z2;27.05.2018;BOND;22.07.2013;COUPON;8,15
RU000A0JQ7Z2;27.05.2018;BOND;20.01.2014;COUPON;8,15
RU000A0JQ7Z2;27.05.2018;BOND;21.07.2014;COUPON;8,15
RU000A0JQ7Z2;27.05.2018;BOND;19.01.2015;COUPON;8,15
RU000A0JQ7Z2;27.05.2018;BOND;20.07.2015;COUPON;8,15
RU000A0JQ7Z2;27.05.2018;BOND;18.01.2016;COUPON;8,15
RU000A0JQ7Z2;27.05.2018;BOND;18.07.2016;COUPON;8,15
RU000A0JQ7Z2;27.05.2018;BOND;16.01.2017;COUPON;8,15
RU000A0JQ7Z2;27.05.2018;BOND;17.07.2017;COUPON;8,15
RU000A0JQ7Z2;27.05.2018;BOND;15.01.2018;COUPON;8,15
RU000A0JQ7Z2;27.05.2018;BOND;16.07.2018;COUPON;8,15
RU000A0JQ7Z2;27.05.2018;BOND;14.01.2019;COUPON;
RU000A0JQ7Z2;27.05.2018;BOND;15.07.2019;COUPON;
RU000A0JQ7Z2;27.05.2018;BOND;13.01.2020;COUPON;
RU000A0JQ7Z2;27.05.2018;BOND;13.07.2020;COUPON;
RU000A0JQ7Z2;27.05.2018;BOND;11.01.2021;COUPON;
RU000A0JQ7Z2;27.05.2018;BOND;12.07.2021;COUPON;
